Date,Year,Month,Day,Weekday,Weekday_Num,Global_active_power_kWh
2008-12-05,2008,12,5,Friday,4,34.3103
2008-12-06,2008,12,6,Saturday,5,42.06393333333333
2008-12-07,2008,12,7,Sunday,6,41.11233333333333
2008-12-08,2008,12,8,Monday,0,31.143933333333333
2008-12-09,2008,12,9,Tuesday,1,33.385733333333334
2008-12-10,2008,12,10,Wednesday,2,35.18366666666667
2008-12-11,2008,12,11,Thursday,3,23.875366666666665
2008-12-12,2008,12,12,Friday,4,30.258899999999997
2008-12-13,2008,12,13,Saturday,5,30.426233333333336
2008-12-14,2008,12,14,Sunday,6,33.36866666666666
2008-12-15,2008,12,15,Monday,0,29.924166666666668
2008-12-16,2008,12,16,Tuesday,1,29.9515
2008-12-17,2008,12,17,Wednesday,2,34.97976666666667
2008-12-18,2008,12,18,Thursday,3,28.949
2008-12-19,2008,12,19,Friday,4,31.368533333333335
2008-12-20,2008,12,20,Saturday,5,37.375033333333334
2008-12-21,2008,12,21,Sunday,6,44.06016666666667
2008-12-22,2008,12,22,Monday,0,33.5968
2008-12-23,2008,12,23,Tuesday,1,29.968133333333334
2008-12-24,2008,12,24,Wednesday,2,21.160633333333333
2008-12-25,2008,12,25,Thursday,3,17.685299999999998
2008-12-26,2008,12,26,Friday,4,20.395533333333333
2008-12-27,2008,12,27,Saturday,5,49.53606666666667
2008-12-28,2008,12,28,Sunday,6,26.177366666666668
2008-12-29,2008,12,29,Monday,0,9.254633333333334
2008-12-30,2008,12,30,Tuesday,1,19.920633333333335
2008-12-31,2008,12,31,Wednesday,2,32.736466666666665
2009-01-01,2009,1,1,Thursday,3,23.444866666666666
2009-01-02,2009,1,2,Friday,4,38.79183333333334
2009-01-03,2009,1,3,Saturday,5,31.8916
2009-01-04,2009,1,4,Sunday,6,32.33323333333333
2009-01-05,2009,1,5,Monday,0,26.733333333333334
2009-01-06,2009,1,6,Tuesday,1,28.16436666666667
2009-01-07,2009,1,7,Wednesday,2,34.6712
2009-01-08,2009,1,8,Thursday,3,27.221166666666665
2009-01-09,2009,1,9,Friday,4,29.8117
2009-01-10,2009,1,10,Saturday,5,35.04913333333333
2009-01-11,2009,1,11,Sunday,6,32.93313333333334
2009-01-12,2009,1,12,Monday,0,26.48796666666667
2009-01-13,2009,1,13,Tuesday,1,36.376666666666665
2009-01-14,2009,1,14,Wednesday,2,29.604699999999998
2009-01-15,2009,1,15,Thursday,3,26.0678
2009-01-16,2009,1,16,Friday,4,46.109233333333336
2009-01-17,2009,1,17,Saturday,5,55.297000000000004
2009-01-18,2009,1,18,Sunday,6,52.5699
2009-01-19,2009,1,19,Monday,0,28.3311
2009-01-20,2009,1,20,Tuesday,1,28.967133333333333
2009-01-21,2009,1,21,Wednesday,2,28.990566666666666
2009-01-22,2009,1,22,Thursday,3,20.6226
2009-01-23,2009,1,23,Friday,4,31.842266666666667
2009-01-24,2009,1,24,Saturday,5,36.6795
2009-01-25,2009,1,25,Sunday,6,47.394400000000005
2009-01-26,2009,1,26,Monday,0,27.907866666666667
2009-01-27,2009,1,27,Tuesday,1,23.7505
2009-01-28,2009,1,28,Wednesday,2,45.36223333333333
2009-01-29,2009,1,29,Thursday,3,26.2283
2009-01-30,2009,1,30,Friday,4,34.3173
2009-01-31,2009,1,31,Saturday,5,55.2142
2009-02-01,2009,2,1,Sunday,6,30.124333333333333
2009-02-02,2009,2,2,Monday,0,26.721666666666668
2009-02-03,2009,2,3,Tuesday,1,31.139833333333335
2009-02-04,2009,2,4,Wednesday,2,41.0154
2009-02-05,2009,2,5,Thursday,3,27.4848
2009-02-06,2009,2,6,Friday,4,34.13993333333334
2009-02-07,2009,2,7,Saturday,5,52.19226666666667
2009-02-08,2009,2,8,Sunday,6,36.381099999999996
2009-02-09,2009,2,9,Monday,0,28.443966666666665
2009-02-10,2009,2,10,Tuesday,1,32.39703333333333
2009-02-11,2009,2,11,Wednesday,2,43.98983333333333
2009-02-12,2009,2,12,Thursday,3,32.811
2009-02-13,2009,2,13,Friday,4,28.167033333333332
2009-02-14,2009,2,14,Saturday,5,38.87656666666667
2009-02-15,2009,2,15,Sunday,6,26.433866666666667
2009-02-16,2009,2,16,Monday,0,21.98323333333333
2009-02-17,2009,2,17,Tuesday,1,13.0283
2009-02-18,2009,2,18,Wednesday,2,13.774166666666668
2009-02-19,2009,2,19,Thursday,3,12.2878
2009-02-20,2009,2,20,Friday,4,31.3456
2009-02-21,2009,2,21,Saturday,5,21.9364
2009-02-22,2009,2,22,Sunday,6,37.307966666666665
2009-02-23,2009,2,23,Monday,0,45.56093333333333
2009-02-24,2009,2,24,Tuesday,1,29.719066666666667
2009-02-25,2009,2,25,Wednesday,2,19.497400000000003
2009-02-26,2009,2,26,Thursday,3,19.280866666666668
2009-02-27,2009,2,27,Friday,4,33.8153
2009-02-28,2009,2,28,Saturday,5,27.179166666666667
2009-03-01,2009,3,1,Sunday,6,41.127100000000006
2009-03-02,2009,3,2,Monday,0,24.624033333333333
2009-03-03,2009,3,3,Tuesday,1,30.81586666666667
2009-03-04,2009,3,4,Wednesday,2,30.702166666666667
2009-03-05,2009,3,5,Thursday,3,24.030199999999997
2009-03-06,2009,3,6,Friday,4,29.724566666666664
2009-03-07,2009,3,7,Saturday,5,28.27443333333333
2009-03-08,2009,3,8,Sunday,6,39.286100000000005
2009-03-09,2009,3,9,Monday,0,28.0926
2009-03-10,2009,3,10,Tuesday,1,30.6035
2009-03-11,2009,3,11,Wednesday,2,40.0984
2009-03-12,2009,3,12,Thursday,3,31.454333333333334
2009-03-13,2009,3,13,Friday,4,24.092
2009-03-14,2009,3,14,Saturday,5,35.81713333333333
2009-03-15,2009,3,15,Sunday,6,32.3677
2009-03-16,2009,3,16,Monday,0,22.245533333333334
2009-03-17,2009,3,17,Tuesday,1,32.1985
2009-03-18,2009,3,18,Wednesday,2,24.178
2009-03-19,2009,3,19,Thursday,3,19.858866666666664
2009-03-20,2009,3,20,Friday,4,24.398433333333333
2009-03-21,2009,3,21,Saturday,5,32.16703333333333
2009-03-22,2009,3,22,Sunday,6,28.152833333333334
2009-03-23,2009,3,23,Monday,0,21.6075
2009-03-24,2009,3,24,Tuesday,1,27.6952
2009-03-25,2009,3,25,Wednesday,2,30.646233333333335
2009-03-26,2009,3,26,Thursday,3,20.1834
2009-03-27,2009,3,27,Friday,4,28.56543333333333
2009-03-28,2009,3,28,Saturday,5,37.68293333333334
2009-03-29,2009,3,29,Sunday,6,36.94416666666667
2009-03-30,2009,3,30,Monday,0,24.6242
2009-03-31,2009,3,31,Tuesday,1,30.391366666666666
2009-04-01,2009,4,1,Wednesday,2,27.352333333333334
2009-04-02,2009,4,2,Thursday,3,27.40556666666667
2009-04-03,2009,4,3,Friday,4,22.721
2009-04-04,2009,4,4,Saturday,5,36.52053333333333
2009-04-05,2009,4,5,Sunday,6,22.9286
2009-04-06,2009,4,6,Monday,0,24.21056666666667
2009-04-07,2009,4,7,Tuesday,1,24.001533333333334
2009-04-08,2009,4,8,Wednesday,2,25.576666666666664
2009-04-09,2009,4,9,Thursday,3,31.507866666666665
2009-04-10,2009,4,10,Friday,4,30.701900000000002
2009-04-11,2009,4,11,Saturday,5,41.04076666666666
2009-04-12,2009,4,12,Sunday,6,35.68353333333334
2009-04-13,2009,4,13,Monday,0,26.643733333333333
2009-04-14,2009,4,14,Tuesday,1,25.025633333333335
2009-04-15,2009,4,15,Wednesday,2,20.267699999999998
2009-04-16,2009,4,16,Thursday,3,26.0754
2009-04-17,2009,4,17,Friday,4,34.04683333333333
2009-04-18,2009,4,18,Saturday,5,25.204433333333334
2009-04-19,2009,4,19,Sunday,6,21.441133333333333
2009-04-20,2009,4,20,Monday,0,24.775166666666667
2009-04-21,2009,4,21,Tuesday,1,31.576633333333334
2009-04-22,2009,4,22,Wednesday,2,24.936633333333337
2009-04-23,2009,4,23,Thursday,3,19.024333333333335
2009-04-24,2009,4,24,Friday,4,19.9008
2009-04-25,2009,4,25,Saturday,5,33.70473333333334
2009-04-26,2009,4,26,Sunday,6,29.693766666666665
2009-04-27,2009,4,27,Monday,0,22.52713333333333
2009-04-28,2009,4,28,Tuesday,1,28.439766666666667
2009-04-29,2009,4,29,Wednesday,2,27.744666666666667
2009-04-30,2009,4,30,Thursday,3,30.579366666666665
2009-05-01,2009,5,1,Friday,4,25.213366666666666
2009-05-02,2009,5,2,Saturday,5,23.231833333333334
2009-05-03,2009,5,3,Sunday,6,26.814633333333333
2009-05-04,2009,5,4,Monday,0,27.798033333333333
2009-05-05,2009,5,5,Tuesday,1,28.857899999999997
2009-05-06,2009,5,6,Wednesday,2,22.498366666666666
2009-05-07,2009,5,7,Thursday,3,16.877466666666667
2009-05-08,2009,5,8,Friday,4,30.9526
2009-05-09,2009,5,9,Saturday,5,21.022533333333335
2009-05-10,2009,5,10,Sunday,6,32.775866666666666
2009-05-11,2009,5,11,Monday,0,25.286266666666666
2009-05-12,2009,5,12,Tuesday,1,27.099266666666665
2009-05-13,2009,5,13,Wednesday,2,20.7733
2009-05-14,2009,5,14,Thursday,3,26.783066666666667
2009-05-15,2009,5,15,Friday,4,23.70376666666667
2009-05-16,2009,5,16,Saturday,5,33.4563
2009-05-17,2009,5,17,Sunday,6,25.7294
2009-05-18,2009,5,18,Monday,0,20.1651
2009-05-19,2009,5,19,Tuesday,1,26.955733333333335
2009-05-20,2009,5,20,Wednesday,2,21.786033333333332
2009-05-21,2009,5,21,Thursday,3,26.2525
2009-05-22,2009,5,22,Friday,4,17.913433333333334
2009-05-23,2009,5,23,Saturday,5,25.509966666666667
2009-05-24,2009,5,24,Sunday,6,21.4631
2009-05-25,2009,5,25,Monday,0,22.568266666666666
2009-05-26,2009,5,26,Tuesday,1,22.294566666666665
2009-05-27,2009,5,27,Wednesday,2,25.7382
2009-05-28,2009,5,28,Thursday,3,19.662266666666667
2009-05-29,2009,5,29,Friday,4,20.7141
2009-05-30,2009,5,30,Saturday,5,27.651766666666667
2009-05-31,2009,5,31,Sunday,6,15.948166666666667
2009-06-01,2009,6,1,Monday,0,24.054333333333332
2009-06-02,2009,6,2,Tuesday,1,18.1773
2009-06-03,2009,6,3,Wednesday,2,22.60963333333333
2009-06-04,2009,6,4,Thursday,3,17.261000000000003
2009-06-05,2009,6,5,Friday,4,20.505999999999997
2009-06-06,2009,6,6,Saturday,5,24.590833333333332
2009-06-07,2009,6,7,Sunday,6,20.1232
2009-06-08,2009,6,8,Monday,0,19.64626666666667
2009-06-09,2009,6,9,Tuesday,1,22.214166666666664
2009-06-10,2009,6,10,Wednesday,2,26.716600000000003
2009-06-11,2009,6,11,Thursday,3,21.677500000000002
2009-06-12,2009,6,12,Friday,4,18.362199999999998
2009-06-13,2009,6,13,Saturday,5,0.23696666666666666
2009-06-14,2009,6,14,Sunday,6,0.0
2009-06-15,2009,6,15,Monday,0,12.865133333333334
2009-06-16,2009,6,16,Tuesday,1,25.14653333333333
2009-06-17,2009,6,17,Wednesday,2,16.466933333333333
2009-06-18,2009,6,18,Thursday,3,19.428333333333335
2009-06-19,2009,6,19,Friday,4,18.114433333333334
2009-06-20,2009,6,20,Saturday,5,18.451666666666664
2009-06-21,2009,6,21,Sunday,6,14.252366666666667
2009-06-22,2009,6,22,Monday,0,18.234966666666665
2009-06-23,2009,6,23,Tuesday,1,17.32023333333333
2009-06-24,2009,6,24,Wednesday,2,25.581233333333333
2009-06-25,2009,6,25,Thursday,3,12.856033333333333
2009-06-26,2009,6,26,Friday,4,21.2887
2009-06-27,2009,6,27,Saturday,5,28.484199999999998
2009-06-28,2009,6,28,Sunday,6,17.656566666666667
2009-06-29,2009,6,29,Monday,0,16.83556666666667
2009-06-30,2009,6,30,Tuesday,1,19.8741
2009-07-01,2009,7,1,Wednesday,2,20.3057
2009-07-02,2009,7,2,Thursday,3,20.709633333333333
2009-07-03,2009,7,3,Friday,4,14.402466666666667
2009-07-04,2009,7,4,Saturday,5,20.6428
2009-07-05,2009,7,5,Sunday,6,23.51226666666667
2009-07-06,2009,7,6,Monday,0,15.904333333333334
2009-07-07,2009,7,7,Tuesday,1,18.502266666666667
2009-07-08,2009,7,8,Wednesday,2,20.573333333333334
2009-07-09,2009,7,9,Thursday,3,14.104199999999999
2009-07-10,2009,7,10,Friday,4,19.7853
2009-07-11,2009,7,11,Saturday,5,16.566133333333333
2009-07-12,2009,7,12,Sunday,6,8.557966666666665
2009-07-13,2009,7,13,Monday,0,8.2791
2009-07-14,2009,7,14,Tuesday,1,15.190499999999998
2009-07-15,2009,7,15,Wednesday,2,11.967899999999998
2009-07-16,2009,7,16,Thursday,3,9.992566666666667
2009-07-17,2009,7,17,Friday,4,12.1968
2009-07-18,2009,7,18,Saturday,5,16.106833333333334
2009-07-19,2009,7,19,Sunday,6,20.060733333333335
2009-07-20,2009,7,20,Monday,0,11.041433333333334
2009-07-21,2009,7,21,Tuesday,1,13.562700000000001
2009-07-22,2009,7,22,Wednesday,2,12.325533333333334
2009-07-23,2009,7,23,Thursday,3,17.166666666666668
2009-07-24,2009,7,24,Friday,4,9.362300000000001
2009-07-25,2009,7,25,Saturday,5,8.944799999999999
2009-07-26,2009,7,26,Sunday,6,9.050266666666666
2009-07-27,2009,7,27,Monday,0,11.4761
2009-07-28,2009,7,28,Tuesday,1,15.047500000000001
2009-07-29,2009,7,29,Wednesday,2,15.033333333333333
2009-07-30,2009,7,30,Thursday,3,13.205433333333334
2009-07-31,2009,7,31,Friday,4,16.263833333333334
2009-08-01,2009,8,1,Saturday,5,11.782766666666667
2009-08-02,2009,8,2,Sunday,6,8.162066666666666
2009-08-03,2009,8,3,Monday,0,8.3383
2009-08-04,2009,8,4,Tuesday,1,8.481533333333333
2009-08-05,2009,8,5,Wednesday,2,8.644200000000001
2009-08-06,2009,8,6,Thursday,3,8.877866666666668
2009-08-07,2009,8,7,Friday,4,8.988266666666668
2009-08-08,2009,8,8,Saturday,5,8.774533333333332
2009-08-09,2009,8,9,Sunday,6,16.637233333333334
2009-08-10,2009,8,10,Monday,0,17.822633333333332
2009-08-11,2009,8,11,Tuesday,1,15.849233333333332
2009-08-12,2009,8,12,Wednesday,2,13.7406
2009-08-13,2009,8,13,Thursday,3,10.114033333333333
2009-08-14,2009,8,14,Friday,4,12.477933333333334
2009-08-15,2009,8,15,Saturday,5,25.234366666666666
2009-08-16,2009,8,16,Sunday,6,20.2952
2009-08-17,2009,8,17,Monday,0,13.098466666666667
2009-08-18,2009,8,18,Tuesday,1,18.009966666666667
2009-08-19,2009,8,19,Wednesday,2,14.679033333333333
2009-08-20,2009,8,20,Thursday,3,12.9287
2009-08-21,2009,8,21,Friday,4,19.362433333333335
2009-08-22,2009,8,22,Saturday,5,25.8123
2009-08-23,2009,8,23,Sunday,6,17.778466666666667
2009-08-24,2009,8,24,Monday,0,20.8709
2009-08-25,2009,8,25,Tuesday,1,15.726833333333333
2009-08-26,2009,8,26,Wednesday,2,18.942433333333334
2009-08-27,2009,8,27,Thursday,3,12.4911
2009-08-28,2009,8,28,Friday,4,18.647366666666667
2009-08-29,2009,8,29,Saturday,5,23.140233333333335
2009-08-30,2009,8,30,Sunday,6,27.8057
2009-08-31,2009,8,31,Monday,0,21.092033333333333
2009-09-01,2009,9,1,Tuesday,1,16.342266666666667
2009-09-02,2009,9,2,Wednesday,2,20.380233333333333
2009-09-03,2009,9,3,Thursday,3,20.853133333333336
2009-09-04,2009,9,4,Friday,4,17.07313333333333
2009-09-05,2009,9,5,Saturday,5,25.2311
2009-09-06,2009,9,6,Sunday,6,20.47716666666667
2009-09-07,2009,9,7,Monday,0,20.357633333333336
2009-09-08,2009,9,8,Tuesday,1,18.104233333333333
2009-09-09,2009,9,9,Wednesday,2,25.355733333333333
2009-09-10,2009,9,10,Thursday,3,18.539233333333335
2009-09-11,2009,9,11,Friday,4,20.235766666666667
2009-09-12,2009,9,12,Saturday,5,34.40596666666667
2009-09-13,2009,9,13,Sunday,6,26.171699999999998
2009-09-14,2009,9,14,Monday,0,26.247633333333333
2009-09-15,2009,9,15,Tuesday,1,24.2801
2009-09-16,2009,9,16,Wednesday,2,29.0527
2009-09-17,2009,9,17,Thursday,3,20.39043333333333
2009-09-18,2009,9,18,Friday,4,22.900533333333332
2009-09-19,2009,9,19,Saturday,5,35.595166666666664
2009-09-20,2009,9,20,Sunday,6,33.922133333333335
2009-09-21,2009,9,21,Monday,0,23.63113333333333
2009-09-22,2009,9,22,Tuesday,1,20.7756
2009-09-23,2009,9,23,Wednesday,2,27.276833333333332
2009-09-24,2009,9,24,Thursday,3,23.770966666666666
2009-09-25,2009,9,25,Friday,4,19.350266666666666
2009-09-26,2009,9,26,Saturday,5,25.937566666666665
2009-09-27,2009,9,27,Sunday,6,23.507866666666665
2009-09-28,2009,9,28,Monday,0,21.6576
2009-09-29,2009,9,29,Tuesday,1,19.10663333333333
2009-09-30,2009,9,30,Wednesday,2,29.5456
2009-10-01,2009,10,1,Thursday,3,21.4542
2009-10-02,2009,10,2,Friday,4,19.211133333333333
2009-10-03,2009,10,3,Saturday,5,28.612333333333332
2009-10-04,2009,10,4,Sunday,6,27.018433333333334
2009-10-05,2009,10,5,Monday,0,21.258699999999997
2009-10-06,2009,10,6,Tuesday,1,23.807466666666667
2009-10-07,2009,10,7,Wednesday,2,30.3639
2009-10-08,2009,10,8,Thursday,3,26.286099999999998
2009-10-09,2009,10,9,Friday,4,22.531033333333333
2009-10-10,2009,10,10,Saturday,5,33.54593333333334
2009-10-11,2009,10,11,Sunday,6,32.30473333333334
2009-10-12,2009,10,12,Monday,0,22.526733333333333
2009-10-13,2009,10,13,Tuesday,1,24.151666666666664
2009-10-14,2009,10,14,Wednesday,2,28.5204
2009-10-15,2009,10,15,Thursday,3,24.832933333333333
2009-10-16,2009,10,16,Friday,4,25.281
2009-10-17,2009,10,17,Saturday,5,45.70133333333333
2009-10-18,2009,10,18,Sunday,6,25.936066666666665
2009-10-19,2009,10,19,Monday,0,22.818466666666666
2009-10-20,2009,10,20,Tuesday,1,28.713466666666665
2009-10-21,2009,10,21,Wednesday,2,32.8251
2009-10-22,2009,10,22,Thursday,3,23.328500000000002
2009-10-23,2009,10,23,Friday,4,29.290833333333335
2009-10-24,2009,10,24,Saturday,5,43.57346666666667
2009-10-25,2009,10,25,Sunday,6,40.10893333333333
2009-10-26,2009,10,26,Monday,0,18.539066666666667
2009-10-27,2009,10,27,Tuesday,1,18.6126
2009-10-28,2009,10,28,Wednesday,2,21.145133333333334
2009-10-29,2009,10,29,Thursday,3,33.024
2009-10-30,2009,10,30,Friday,4,24.8893
2009-10-31,2009,10,31,Saturday,5,31.2657
2009-11-01,2009,11,1,Sunday,6,30.719466666666666
2009-11-02,2009,11,2,Monday,0,25.07043333333333
2009-11-03,2009,11,3,Tuesday,1,37.77813333333334
2009-11-04,2009,11,4,Wednesday,2,30.029999999999998
2009-11-05,2009,11,5,Thursday,3,26.007766666666665
2009-11-06,2009,11,6,Friday,4,23.174166666666668
2009-11-07,2009,11,7,Saturday,5,25.95293333333333
2009-11-08,2009,11,8,Sunday,6,41.80003333333333
2009-11-09,2009,11,9,Monday,0,23.412533333333332
2009-11-10,2009,11,10,Tuesday,1,26.76973333333333
2009-11-11,2009,11,11,Wednesday,2,34.008
2009-11-12,2009,11,12,Thursday,3,24.384433333333334
2009-11-13,2009,11,13,Friday,4,25.548766666666666
2009-11-14,2009,11,14,Saturday,5,42.67426666666667
2009-11-15,2009,11,15,Sunday,6,32.788466666666665
2009-11-16,2009,11,16,Monday,0,25.241133333333334
2009-11-17,2009,11,17,Tuesday,1,28.471566666666668
2009-11-18,2009,11,18,Wednesday,2,43.98623333333333
2009-11-19,2009,11,19,Thursday,3,24.5808
2009-11-20,2009,11,20,Friday,4,32.6836
2009-11-21,2009,11,21,Saturday,5,41.61426666666667
2009-11-22,2009,11,22,Sunday,6,40.8496
2009-11-23,2009,11,23,Monday,0,24.518700000000003
2009-11-24,2009,11,24,Tuesday,1,35.48093333333334
2009-11-25,2009,11,25,Wednesday,2,33.00216666666667
2009-11-26,2009,11,26,Thursday,3,26.660433333333334
2009-11-27,2009,11,27,Friday,4,23.000433333333334
2009-11-28,2009,11,28,Saturday,5,30.9825
2009-11-29,2009,11,29,Sunday,6,27.516033333333333
